Property_ID,Listing_Date,Area,Community,Property_Type,Developer,Bedrooms,Bathrooms,Size_SqFt,Floor_No,Parking_Spaces,Furnished,Handover_Status,Property_Age,Sale_Price,Annual_Rent,Service_Charges,Distance_To_Metro,Distance_To_Downtown,Nearby_Schools,Nearby_Malls,Latitude,Longitude,Agent_Name,Listing_Status,Transaction_Type,Completion_Status,Price_Per_SqFt,Rent_Per_SqFt,Rental_Yield,Listing_Month,Listing_Year,Luxury_Flag,Premium_Location_Flag,Accessibility_Score,Neighborhood_Convenience_Score,Investment_Grade
PROP_01648,2023-02-09,Al Furjan,Azizi Tulip,Villa,Sobha,5,5.0,2508,3.0,2.0,No,Ready,11,3510836.6,188824.56,77060.0,4.77,25.95,4,1,25.023297,55.159985,Omar,Active,Sale,Completed,1399.8551036682616,75.28889952153109,5.378335180851197,2,2023,1,0,3.22,2.2,Low
PROP_01649,2023-12-14,Business Bay,Bay Square,Penthouse,Meraas,4,5.0,3600,15.0,3.0,No,Ready,14,11547494.55,531700.0,122219.3,0.2,3.96,3,4,25.18808,55.268729,Ahmed,Rented,Sale,Completed,3207.6373750000002,147.69444444444446,4.604462012930761,12,2023,1,0,8.304,3.6,Medium
PROP_01650,2023-04-11,Downtown Dubai,Opera District,Apartment,Nakheel,1,4.0,1983,30.0,2.0,Yes,Off-Plan,0,5671535.62,254291.6,28480.53,0.3,3.08,3,2,25.214169,55.2943,Sara,Active,Sale,Upcoming,2860.078477054967,128.23580433686334,4.483646353260495,4,2023,1,1,7.942,2.4000000000000004,High
PROP_01651,2024-03-28,Silicon Oasis,Axis Residences,Apartment,DAMAC,1,1.0,1442,46.0,1.0,No,Ready,14,1164092.58,61152.66,23858.89,7.04,22.46,8,1,25.123797,55.379087,Hassan,Rented,Sale,Completed,807.2764077669904,42.408224687933426,5.253247125756957,3,2024,0,0,2.434,3.8000000000000003,Medium
PROP_01652,2025-03-05,Arjan,Vincitore,Studio,DAMAC,0,1.0,624,2.0,1.0,No,Off-Plan,0,480483.78,22140.37,15573.95,5.83,18.1,1,2,25.064266,55.253656,Zain,Active,Sale,Upcoming,770.0060576923078,35.48136217948718,4.6079328629990375,3,2025,0,0,3.6749999999999994,1.6,Medium
PROP_01653,2024-02-14,Palm Jumeirah,Marina Residences,Studio,Azizi,0,2.0,438,45.0,1.0,No,Ready,5,1206758.4,47156.32,13490.15,6.67,16.65,6,5,25.111708,55.146823,Ali,Active,Rent,Completed,2755.1561643835616,107.6628310502283,3.9076852500053034,2,2024,0,1,4.0,5.4,Medium
PROP_01654,2024-03-10,Dubai Hills,Sidra,Apartment,Emaar,4,5.0,734,45.0,1.0,No,Ready,2,1475944.35,63886.8,25331.65,4.2,17.09,3,2,25.086833,55.236507,Ali,Rented,Rent,Completed,2010.823365122616,87.03923705722072,4.328537183668205,3,2024,0,0,4.591,2.4000000000000004,Medium
PROP_01655,2023-10-15,International City,France Cluster,Apartment,DAMAC,1,1.0,1229,41.0,1.0,Yes,Off-Plan,0,847550.66,38906.28,28758.79,6.13,26.35,4,2,25.174765,55.412482,Fatima,Rented,Sale,Upcoming,689.626248982913,31.656859235150527,4.590437107322883,10,2023,0,0,2.7,2.8,Medium
PROP_01656,2024-06-19,Palm Jumeirah,Shoreline,Apartment,Sobha,3,3.0,1636,23.0,1.0,Yes,Ready,6,6679665.77,247937.33,42918.39,7.34,16.6,2,4,25.100633,55.151507,Fatima,Active,Sale,Completed,4082.9252872860634,151.55093520782395,3.7118223955687535,6,2024,1,1,3.4699999999999998,3.2,Medium
PROP_01657,2025-02-06,Downtown Dubai,The Residences,Studio,Danube,0,2.0,461,62.0,1.0,Yes,Ready,12,1346193.7,52475.28,38625.785,0.2,2.12,1,4,25.195254,55.261407,Sara,Active,Sale,Completed,2920.159869848156,113.82924078091106,3.8980482526400175,2,2025,0,1,8.488000000000001,2.8,Medium
PROP_01658,2023-01-10,International City,France Cluster,Townhouse,Meraas,3,3.0,1825,2.0,3.0,No,Ready,3,1504437.38,66633.7,49924.47,7.42,27.27,1,4,25.15903,55.398468,Zain,Active,Sale,Completed,824.3492493150684,36.511616438356164,4.4291441362617565,1,2023,0,0,2.3630000000000004,2.8,Medium
PROP_01659,2024-01-16,Dubai Hills,Park Heights,Apartment,Sobha,1,1.0,2130,28.0,2.0,No,Off-Plan,0,3831651.78,171472.04,24955.62,3.79,17.24,1,5,25.108711,55.235225,Zain,Active,Rent,Upcoming,1798.8975492957745,80.50330516431926,4.475146747286102,1,2024,1,0,5.381,3.4,Medium
PROP_01660,2023-12-13,Downtown Dubai,Burj Views,Studio,DAMAC,0,1.0,470,61.0,1.0,No,Off-Plan,0,1082434.48,49160.95,11642.08,1.07,1.0,7,3,25.181145,55.267047,Zain,Sold,Sale,Upcoming,2303.052085106383,104.5977659574468,4.541702145334468,12,2023,0,1,7.965,4.6,High
PROP_01661,2023-05-18,Palm Jumeirah,Shoreline,Townhouse,Meraas,5,5.0,2581,3.0,1.0,No,Ready,11,10346629.57,414207.78,51632.6,6.64,16.88,7,1,25.114907,55.149844,Sara,Active,Sale,Completed,4008.767752808989,160.4834482758621,4.003311196150226,5,2023,1,1,3.192,3.4000000000000004,Medium
PROP_01662,2023-02-17,Palm Jumeirah,Golden Mile,Penthouse,Meraas,4,5.0,7661,26.0,2.0,Yes,Off-Plan,0,40305012.36,1709403.61,80492.73,5.31,17.23,8,3,25.124873,55.140355,Omar,Sold,Sale,Upcoming,5261.064137841013,223.1306108863073,4.241168802360839,2,2023,1,1,4.2219999999999995,5.0,Medium
PROP_01663,2023-01-01,Business Bay,Bay Square,Apartment,Sobha,4,4.0,1848,64.0,2.0,No,Off-Plan,0,3769540.02,192634.32,27875.19,1.44,3.24,4,2,25.18571,55.274987,Maryam,Sold,Sale,Upcoming,2039.7943831168832,104.23935064935065,5.110287169732715,1,2023,1,0,7.356,2.8,Medium
PROP_01664,2024-09-07,Arjan,Miraclz,Apartment,Meraas,3,3.0,1886,38.0,2.0,No,Off-Plan,0,2324781.34,102228.15,24587.9,6.0,20.32,4,1,25.059402,55.244216,Sara,Rented,Sale,Upcoming,1232.6518239660656,54.203685047720036,4.397323233848737,9,2024,0,0,3.168,2.2,Medium
PROP_01665,2024-01-22,Palm Jumeirah,Marina Residences,Townhouse,Azizi,4,5.0,3894,3.0,2.0,No,Ready,15,15269795.46,619978.68,77128.43,7.41,19.8,1,2,25.100458,55.136915,Maryam,Active,Rent,Completed,3921.3650385208016,159.2138366718028,4.060163619244707,1,2024,1,1,2.7149999999999994,1.6,Medium
PROP_01666,2023-07-05,International City,France Cluster,Studio,Azizi,0,1.0,647,30.0,3.0,Yes,Ready,2,385834.11,18000.0,6059.5,5.49,29.17,6,5,25.166285,55.407138,Omar,Rented,Sale,Completed,596.3432921174652,27.820710973724886,4.665217390966289,7,2023,0,0,3.3379999999999996,5.4,Medium
PROP_01667,2024-08-15,Business Bay,Bay Square,Penthouse,DAMAC,4,4.0,6896,6.0,1.0,Yes,Ready,1,26917296.93,1068378.23,113119.38,1.02,7.26,7,2,25.180735,55.266452,Omar,Active,Sale,Completed,3903.320320475638,154.92723752900233,3.9691141082196326,8,2024,1,0,7.164000000000001,4.0,Low
PROP_01668,2023-12-09,Downtown Dubai,Burj Views,Villa,Nakheel,3,3.0,3705,0.0,2.0,Yes,Ready,12,11364387.86,563173.23,38625.785,0.29,3.63,1,4,25.179307,55.279205,Omar,Sold,Sale,Completed,3067.311163292847,152.00357085020244,4.95559670206469,12,2023,1,1,8.292,2.8,High
PROP_01669,2023-04-24,Dubai Hills,Mulberry,Townhouse,Sobha,4,4.0,2672,1.0,1.0,No,Off-Plan,0,5573738.59,245009.62,52449.62,4.0,16.88,8,1,25.098059,55.229606,Ahmed,Rented,Sale,Upcoming,2085.9800112275448,91.69521706586826,4.395785988951449,4,2023,1,0,4.5120000000000005,3.8000000000000003,Low
PROP_01670,2024-02-21,Arjan,Miraclz,Studio,Ellington,0,1.0,377,56.0,1.0,No,Ready,15,260320.85,18000.0,11903.89,7.02,20.26,4,3,25.069959,55.268685,Sara,Rented,Sale,Completed,690.5062334217507,47.745358090185675,6.914544109701547,2,2024,0,0,3.064,3.4,Medium
PROP_01671,2024-09-03,JVC,District 10,Penthouse,Azizi,4,6.0,7109,23.0,3.0,Yes,Ready,13,13607915.14,655438.3,60243.57,6.77,16.44,2,4,25.057523,55.211829,Zain,Sold,Rent,Completed,1914.1813391475596,92.1983823322549,4.816596027067818,9,2024,1,0,3.771,3.2,Low
PROP_01672,2023-03-20,Arjan,Miraclz,Apartment,Meraas,4,4.0,2094,7.0,1.0,Yes,Ready,6,2540667.05,120570.55,35731.48,7.67,22.58,1,4,25.059883,55.236682,Ahmed,Active,Sale,Completed,1213.308046800382,57.57905921680994,4.745625759975122,3,2023,1,0,2.707,2.8,Medium
PROP_01673,2023-02-07,Palm Jumeirah,Golden Mile,Apartment,Nakheel,2,2.0,1690,61.0,2.0,Yes,Ready,10,5665170.56,254508.5,27601.77,6.83,15.58,5,5,25.116731,55.137136,Sara,Rented,Sale,Completed,3352.1719289940825,150.59674556213017,4.492512578473895,2,2023,1,1,4.027,5.0,Medium
PROP_01674,2024-08-23,Dubai Marina,Princess Tower,Townhouse,Emaar,4,5.0,2469,1.0,1.0,Yes,Ready,13,6321081.5,281552.18,56663.62,1.29,19.04,4,5,25.095188,55.142864,Ali,Active,Sale,Completed,2560.1788173349532,114.03490481976509,4.454177342911969,8,2024,1,1,6.4510000000000005,4.6,Medium
PROP_01675,2024-07-25,International City,China Cluster,Apartment,Sobha,3,3.0,1393,57.0,1.0,Yes,Ready,2,924105.44,46966.42,12868.54,8.14,25.58,3,3,25.161818,55.420725,Zain,Active,Sale,Completed,663.3922756640344,33.71602297200287,5.082365925689173,7,2024,0,0,1.9720000000000002,3.0,Medium
PROP_01676,2024-02-09,Downtown Dubai,The Residences,Townhouse,Sobha,3,3.0,2662,3.0,1.0,No,Off-Plan,0,7995612.95,357159.57,38625.785,1.15,1.0,2,5,25.20931,55.280178,Sara,Active,Rent,Upcoming,3003.6111758076636,134.16963561232157,4.466944213451453,2,2024,1,1,8.325,3.8,High
PROP_01677,2024-09-09,JVC,District 15,Villa,Ellington,5,4.0,6192,0.0,1.0,No,Ready,12,8802192.65,442391.2,73077.49,5.67,17.84,4,1,25.061001,55.215996,Ali,Active,Rent,Completed,1421.542740633075,71.44560723514212,5.0259204449473165,9,2024,1,0,3.5810000000000004,2.2,Low
PROP_01678,2024-07-05,JVC,District 10,Studio,Meraas,0,2.0,568,55.0,3.0,No,Ready,9,588662.75,23803.77,10432.41,4.58,19.77,6,5,25.062401,55.200843,Ahmed,Rented,Sale,Completed,1036.3780809859154,41.90804577464789,4.043702442527576,7,2024,0,0,4.733,5.4,Medium
PROP_01679,2023-08-09,Dubai Hills,Park Heights,Townhouse,Emaar,4,4.0,3029,3.0,2.0,Yes,Ready,2,6211143.34,293010.61,40905.78,4.4,14.45,2,2,25.098432,55.238182,Omar,Sold,Sale,Completed,2050.559042588313,96.7350973918785,4.717498759254202,8,2023,1,0,4.755,2.0,Medium
PROP_01680,2024-10-28,Silicon Oasis,Palace Towers,Apartment,Danube,2,3.0,2087,2.0,3.0,No,Ready,5,1934975.1,94377.01,38625.785,7.2,19.13,5,2,25.116787,55.366581,Hassan,Rented,Sale,Completed,927.1562529947294,45.221375179683754,4.8774276216784385,10,2024,0,0,2.887,3.2,Medium
PROP_01681,2023-11-12,Business Bay,Bay Square,Apartment,Sobha,1,2.0,1607,32.0,1.0,Yes,Ready,7,4074106.52,170279.13,22710.79,1.71,4.49,7,3,25.188783,55.276356,Omar,Rented,Rent,Completed,2535.2249657747357,105.96087741132546,4.179545359555302,11,2023,1,0,7.295999999999999,4.6,Medium
PROP_01682,2023-01-08,Dubai Marina,Marina Gate,Studio,DAMAC,0,1.0,377,4.0,1.0,No,Ready,8,683843.61,27560.51,5598.35,3.12,18.78,4,3,25.081708,55.136382,Ali,Active,Sale,Completed,1813.9087798408489,73.10480106100795,4.03023580201327,1,2023,0,1,5.161999999999999,3.4,Medium
PROP_01683,2024-05-21,Silicon Oasis,Palace Towers,Apartment,Ellington,3,4.0,2324,36.0,1.0,Yes,Ready,9,2528623.47,117601.97,25632.41,5.43,26.6,2,3,25.140105,55.391149,Sara,Rented,Sale,Completed,1088.047964716007,50.603257314974186,4.650829646851296,5,2024,1,0,3.225,2.5999999999999996,Medium
PROP_01684,2023-03-19,Al Furjan,Masakin,Townhouse,DAMAC,4,5.0,3352,0.0,3.0,Yes,Ready,1,6304657.51,248962.83,54000.07,2.24,25.21,3,4,25.028773,55.120626,Fatima,Sold,Sale,Completed,1880.8644122911694,74.2729206443914,3.94887160175018,3,2023,1,0,5.159,3.6,Low
PROP_01685,2024-08-20,Downtown Dubai,Burj Views,Townhouse,Ellington,2,2.0,2740,1.0,2.0,No,Ready,12,8632080.21,363328.26,28721.57,2.23,1.0,7,4,25.204891,55.275655,Fatima,Sold,Sale,Completed,3150.3942372262777,132.60155474452554,4.209046384660506,8,2024,1,1,7.585,5.2,High
PROP_01686,2023-05-10,Palm Jumeirah,Marina Residences,Apartment,Nakheel,1,1.0,1333,70.0,1.0,No,Ready,0,4650202.54,187168.95,18411.88,5.74,17.64,4,3,25.119256,55.138962,Ali,Rented,Sale,Completed,3488.5240360090024,140.41181545386348,4.024963394390129,5,2023,1,1,3.9659999999999997,3.4,Medium
PROP_01687,2023-09-21,Arjan,Miraclz,Townhouse,Nakheel,4,5.0,2686,1.0,1.0,No,Ready,9,2955165.11,164048.66,71425.43,5.64,24.71,4,2,25.068154,55.239831,Omar,Sold,Sale,Completed,1100.21039091586,61.07545048399107,5.551251923111667,9,2023,1,0,3.109,2.8,Low
PROP_01688,2023-06-30,JVC,District 12,Apartment,Danube,3,4.0,809,20.0,1.0,No,Off-Plan,0,1014443.1,48431.3,9115.35,5.07,18.01,4,5,25.0499,55.221801,Maryam,Sold,Rent,Upcoming,1253.9469715698392,59.865636588380724,4.774176097210381,6,2023,0,0,4.664,4.6,Medium
PROP_01689,2024-10-08,Palm Jumeirah,Marina Residences,Penthouse,Ellington,5,7.0,4521,21.0,2.0,No,Ready,11,22408360.53,950375.53,96585.32,8.44,14.77,5,4,25.114628,55.132957,Ahmed,Sold,Sale,Completed,4956.505315195754,210.21356558283566,4.241164938093755,10,2024,1,1,3.1030000000000006,4.4,Medium
PROP_01690,2024-06-19,Dubai Marina,Marina Gate,Villa,Danube,6,7.0,6709,0.0,1.0,No,Ready,14,18201364.34,763817.27,224386.44,2.17,16.86,2,5,25.078325,55.135954,Hassan,Sold,Sale,Completed,2712.9772454911313,113.8496452526457,4.196483602723157,6,2024,1,1,6.229,3.8,Medium
PROP_01691,2024-04-05,JVC,District 10,Apartment,Ellington,3,4.0,1991,52.0,3.0,No,Ready,12,2322963.49,121256.39,65129.2,3.8,14.67,7,4,25.037283,55.204102,Omar,Rented,Rent,Completed,1166.7320391762935,60.90225514816675,5.219900808686407,4,2024,0,0,5.433,5.2,Low
PROP_01692,2023-01-27,Silicon Oasis,Axis Residences,Townhouse,Sobha,5,5.0,2734,0.0,1.0,No,Ready,14,2930166.73,147590.13,50023.86,6.18,21.26,2,1,25.125393,55.385037,Ahmed,Rented,Sale,Completed,1071.7508156547183,53.9832223847842,5.036919178998391,1,2023,1,0,2.984,1.4,Low
PROP_01693,2025-01-15,JVC,District 15,Apartment,Meraas,4,5.0,1721,1.0,3.0,Yes,Ready,10,2118762.5,114456.8,39461.5,3.33,19.04,2,5,25.062128,55.206785,Maryam,Sold,Rent,Completed,1231.122893666473,66.50598489250436,5.402058984902744,1,2025,0,0,5.431,3.8,Medium
PROP_01694,2023-10-12,International City,England Cluster,Penthouse,DAMAC,3,5.0,4707,27.0,1.0,No,Ready,13,4893551.16,236333.44,113686.84,6.7,30.54,6,1,25.178554,55.390176,Fatima,Sold,Sale,Completed,1039.6327087316763,50.20893137879754,4.829487467747247,10,2023,1,0,1.8499999999999999,3.0000000000000004,Low
PROP_01695,2023-07-02,Al Furjan,Masakin,Townhouse,Danube,5,6.0,2061,2.0,1.0,No,Off-Plan,0,2542882.59,145265.1,49936.12,5.2,20.77,3,3,25.024199,55.151085,Omar,Rented,Rent,Upcoming,1233.8100873362446,70.48282387190685,5.712615304035725,7,2023,1,0,3.923,3.0,Medium
PROP_01696,2023-11-28,International City,England Cluster,Apartment,Nakheel,2,3.0,724,8.0,3.0,No,Off-Plan,0,501104.93,18914.5,13531.27,7.62,27.88,4,5,25.173314,55.394995,Ahmed,Active,Sale,Upcoming,692.1338812154696,26.125,3.7745587535927854,11,2023,0,0,2.402,4.6,Low
PROP_01697,2023-11-27,Dubai Hills,Sidra,Townhouse,Danube,4,4.0,2234,3.0,2.0,No,Ready,1,4847951.02,206962.24,53606.99,3.03,18.37,7,2,25.11161,55.228417,Omar,Active,Sale,Completed,2170.076553267681,92.64200537153089,4.2690662332640485,11,2023,1,0,5.048,4.0,Low
PROP_01698,2024-01-13,International City,England Cluster,Apartment,DAMAC,3,3.0,1970,27.0,1.0,Yes,Off-Plan,0,1311964.75,70609.06,24787.06,6.65,24.55,5,5,25.141087,55.396915,Maryam,Active,Sale,Upcoming,665.9719543147208,35.84216243654822,5.381932708176801,1,2024,0,0,3.2199999999999998,5.0,Medium
PROP_01699,2023-08-09,Business Bay,Bay Square,Villa,Ellington,5,6.0,6938,1.0,1.0,No,Off-Plan,0,18142469.15,829881.59,169025.44,0.87,3.96,4,4,25.205275,55.27716,Maryam,Active,Rent,Upcoming,2614.942223983857,119.6139507062554,4.574248318344254,8,2023,1,0,7.969,4.0,Medium
PROP_01700,2024-01-15,Arjan,Vincitore,Townhouse,Azizi,3,3.0,2860,0.0,3.0,No,Ready,4,3795728.29,172821.21,52081.12,5.14,20.43,4,2,25.075348,55.224395,Omar,Rented,Sale,Completed,1327.1777237762237,60.426996503496504,4.553044812383027,1,2024,1,0,3.7870000000000004,2.8,Low
PROP_01701,2024-11-22,Dubai Hills,Mulberry,Apartment,Meraas,3,4.0,1718,46.0,2.0,Yes,Ready,14,3120577.73,150669.78,48356.79,4.11,17.58,7,2,25.098816,55.249993,Hassan,Active,Rent,Completed,1816.4014726426076,87.7006868451688,4.828265566068755,11,2024,1,0,4.587000000000001,4.0,Medium
PROP_01702,2023-10-20,Palm Jumeirah,Shoreline,Apartment,Danube,4,5.0,1296,64.0,1.0,No,Ready,8,4583277.5,188866.89,24642.47,6.04,18.47,5,2,25.11095,55.137783,Hassan,Rented,Sale,Completed,3536.479552469136,145.730625,4.120782344075828,10,2023,1,1,3.533,3.2,Medium
PROP_01703,2023-01-26,International City,France Cluster,Apartment,Ellington,2,3.0,2206,50.0,2.0,Yes,Ready,13,1844122.46,75247.58,73402.41,7.73,28.2,8,3,25.17041,55.399408,Ahmed,Sold,Rent,Completed,835.9575974614687,34.110417044424295,4.080400387293152,1,2023,0,0,1.9149999999999998,5.0,Low
PROP_01704,2025-02-23,Arjan,Lincoln Park,Apartment,Meraas,3,3.0,1812,39.0,1.0,No,Ready,2,2031503.64,95542.12,39581.12,7.75,20.55,6,4,25.080102,55.253026,Hassan,Active,Sale,Completed,1121.1388741721853,52.72743929359823,4.703024799896494,2,2025,0,0,2.87,4.800000000000001,Medium
PROP_01705,2024-01-01,JVC,District 15,Studio,Emaar,0,2.0,601,5.0,2.0,Yes,Off-Plan,0,636041.5,29445.97,10573.72,3.3,17.98,6,4,25.056154,55.217787,Ali,Rented,Rent,Upcoming,1058.3053244592345,48.994958402662235,4.62956741030263,1,2024,0,0,5.351999999999999,4.800000000000001,Medium
PROP_01706,2024-02-26,International City,China Cluster,Apartment,Sobha,4,5.0,1633,32.0,1.0,No,Ready,5,1064126.5,58150.87,55922.61,6.0,24.79,4,2,25.156588,55.416077,Zain,Rented,Rent,Completed,651.6390079608083,35.609840783833434,5.464657632339764,2,2024,0,0,2.921,2.8,Low
PROP_01707,2023-03-22,Palm Jumeirah,Shoreline,Townhouse,Emaar,2,2.0,1708,1.0,1.0,Yes,Ready,11,5921502.28,285789.19,14383.75,5.32,18.19,7,1,25.11499,55.1402,Sara,Active,Rent,Completed,3466.9217096018738,167.32388173302107,4.826295363682609,3,2023,1,1,3.721,3.4000000000000004,Medium
PROP_01708,2024-02-16,Silicon Oasis,Axis Residences,Studio,Danube,0,2.0,402,28.0,3.0,No,Off-Plan,0,299770.89,18000.0,4996.49,4.36,23.58,8,3,25.120816,55.388819,Zain,Active,Sale,Upcoming,745.6987313432836,44.776119402985074,6.004585702100694,2,2024,0,0,4.061999999999999,5.0,Medium
PROP_01709,2024-11-18,Palm Jumeirah,Shoreline,Apartment,Sobha,4,4.0,1315,36.0,3.0,No,Ready,14,3788339.5,190783.02,27627.07,6.59,17.46,7,4,25.115637,55.131215,Maryam,Active,Sale,Completed,2880.8665399239544,145.08214448669202,5.036059202191356,11,2024,1,1,3.7589999999999995,5.2,Medium
PROP_01710,2024-12-19,Palm Jumeirah,Marina Residences,Studio,Emaar,0,1.0,437,68.0,3.0,No,Ready,2,1287786.56,46161.86,15104.4,7.24,14.97,5,2,25.106648,55.138881,Zain,Sold,Sale,Completed,2946.88,105.63354691075514,3.5845893592801588,12,2024,0,1,3.283,3.2,Medium
PROP_01711,2023-03-10,JVC,District 15,Apartment,Nakheel,3,4.0,1991,31.0,2.0,Yes,Ready,13,2680779.64,123556.21,69402.62,7.05,16.03,3,2,25.055818,55.199889,Zain,Sold,Rent,Completed,1346.4488397790055,62.05736313410347,4.6089655470525726,3,2023,1,0,3.272,2.4000000000000004,Low
PROP_01712,2025-01-20,Arjan,Lincoln Park,Apartment,Azizi,3,4.0,1304,32.0,1.0,Yes,Ready,2,1716509.08,73323.64,43738.85,6.8,18.81,5,4,25.025457,55.244186,Hassan,Sold,Sale,Completed,1316.3413190184049,56.22978527607362,4.2716721312071355,1,2025,0,0,3.519,4.4,Medium
PROP_01713,2024-05-31,International City,England Cluster,Apartment,Meraas,3,4.0,1224,20.0,1.0,No,Off-Plan,0,702488.85,39851.54,18584.48,6.99,29.47,3,2,25.152782,55.400743,Zain,Active,Sale,Upcoming,573.9287990196078,32.5584477124183,5.672907121586343,5,2024,0,0,1.9580000000000002,2.4000000000000004,Medium
PROP_01714,2023-04-03,Dubai Hills,Mulberry,Apartment,Ellington,4,5.0,1924,20.0,2.0,Yes,Ready,9,3738704.44,171907.34,56278.02,3.55,12.84,2,2,25.118454,55.237648,Maryam,Rented,Sale,Completed,1943.193575883576,89.34892931392932,4.598045733724809,4,2023,1,0,5.341,2.0,Low
PROP_01715,2024-06-23,JVC,District 12,Apartment,Azizi,4,5.0,2233,69.0,1.0,Yes,Ready,11,2537795.44,146059.97,41916.36,3.97,18.08,4,5,25.05184,55.219344,Ali,Rented,Sale,Completed,1136.4959426780117,65.40974921630094,5.755387833780646,6,2024,1,0,5.207,4.6,Medium
PROP_01716,2024-06-15,International City,England Cluster,Townhouse,DAMAC,4,4.0,1687,1.0,2.0,No,Ready,12,1360536.07,66358.42,55646.44,5.73,30.81,6,3,25.159981,55.404758,Ahmed,Sold,Sale,Completed,806.4825548310611,39.335163011262594,4.877373078392548,6,2024,0,0,2.735,4.2,Low
PROP_01717,2023-03-08,Downtown Dubai,Opera District,Villa,Nakheel,3,5.0,4421,0.0,3.0,Yes,Ready,1,16219953.16,669455.7,143935.34,1.08,1.28,4,5,25.203536,55.276734,Ali,Active,Sale,Completed,3668.8426057453066,151.42630626555078,4.12735902130065,3,2023,1,1,8.332,4.6,Medium
PROP_01718,2024-06-11,Arjan,Vincitore,Apartment,Nakheel,4,4.0,2154,7.0,2.0,Yes,Ready,3,2914903.91,128214.57,71806.23,4.91,20.75,3,1,25.071157,55.243437,Zain,Active,Sale,Completed,1353.2515831012072,59.523941504178275,4.3985865043489545,6,2024,1,0,3.67,1.8000000000000003,Low
PROP_01719,2023-07-20,Al Furjan,Masakin,Villa,Azizi,3,3.0,2795,1.0,1.0,No,Ready,10,3972144.5,206145.99,38427.8,3.89,24.59,6,3,25.020303,55.148201,Maryam,Active,Sale,Completed,1421.1608228980322,73.75527370304114,5.189790804438258,7,2023,1,0,4.196,4.2,Medium
PROP_01720,2024-07-16,Dubai Marina,Marina Gate,Apartment,Emaar,4,4.0,837,13.0,1.0,Yes,Ready,13,1794967.37,92665.46,25234.98,1.08,17.37,6,5,25.079876,55.136717,Hassan,Sold,Sale,Completed,2144.524934289128,110.71142174432498,5.1625150155236526,7,2024,0,1,6.723,5.4,High
PROP_01721,2024-02-21,Arjan,Miraclz,Studio,Ellington,0,1.0,575,39.0,1.0,No,Ready,5,442960.97,18000.0,19779.16,7.18,21.9,2,2,25.052053,55.237887,Ali,Rented,Sale,Completed,770.366904347826,31.304347826086957,4.063563433139493,2,2024,0,0,2.62,2.0,Medium
PROP_01722,2023-04-06,Silicon Oasis,Axis Residences,Apartment,Nakheel,1,2.0,1174,14.0,3.0,Yes,Ready,12,1181548.01,53583.51,26228.29,5.77,25.19,7,5,25.114,55.370226,Sara,Rented,Sale,Completed,1006.4293100511073,45.64183134582624,4.535026046042767,4,2023,0,0,3.596,5.800000000000001,Medium
PROP_01723,2024-12-04,Dubai Marina,Marina Gate,Studio,Nakheel,0,1.0,554,69.0,1.0,Yes,Ready,13,954145.78,48012.39,10497.79,1.46,22.79,3,2,25.071048,55.147262,Sara,Active,Rent,Completed,1722.2848014440433,86.66496389891697,5.03197635061594,12,2024,0,1,5.391,2.4000000000000004,Medium
PROP_01724,2024-08-09,Downtown Dubai,The Residences,Studio,Ellington,0,1.0,590,4.0,2.0,No,Ready,6,1429496.24,61671.88,8715.31,1.37,1.0,5,4,25.202014,55.277753,Maryam,Sold,Rent,Completed,2422.8749830508473,104.52861016949151,4.314238699921309,8,2024,0,1,8.015,4.4,High
PROP_01725,2023-06-11,Downtown Dubai,The Residences,Apartment,Ellington,4,4.0,1061,17.0,2.0,Yes,Ready,14,3146069.46,144659.2,14201.89,0.2,3.77,1,2,25.200385,55.275356,Zain,Rented,Sale,Completed,2965.1927049952874,136.34231856738927,4.598093012224848,6,2023,1,1,7.923000000000001,1.6,High
PROP_01726,2023-10-30,Business Bay,Executive Towers,Apartment,Meraas,3,3.0,2066,60.0,1.0,No,Ready,4,4398358.24,213800.0,23623.7,0.2,4.08,6,1,25.17923,55.267056,Fatima,Rented,Sale,Completed,2128.9246079380446,103.48499515972894,4.860904645184154,10,2023,1,0,7.692000000000001,3.0000000000000004,Medium
PROP_01727,2023-10-22,Al Furjan,Masakin,Penthouse,Emaar,5,6.0,5003,67.0,2.0,No,Ready,0,9867379.63,457328.73,162744.4,3.29,20.16,7,1,25.036457,55.143238,Ahmed,Rented,Rent,Completed,1972.2925504697184,91.4108994603238,4.634753573375995,10,2023,1,0,4.539000000000001,3.4000000000000004,Low
PROP_01728,2023-01-24,International City,China Cluster,Apartment,Nakheel,3,4.0,1340,52.0,3.0,No,Ready,10,910536.54,43979.64,34334.29,6.95,28.3,1,5,25.179528,55.391867,Hassan,Sold,Rent,Completed,679.5048805970149,32.82062686567164,4.830079636342766,1,2023,0,0,2.695,3.4,Medium
PROP_01729,2023-08-14,Arjan,Lincoln Park,Townhouse,Ellington,2,3.0,2049,2.0,3.0,No,Ready,11,2501368.7,120845.59,43525.69,5.41,17.24,7,2,25.052022,55.248958,Ahmed,Rented,Sale,Completed,1220.7753538311372,58.97783796974134,4.831178626325658,8,2023,1,0,3.9709999999999996,4.0,Medium
PROP_01730,2023-05-22,International City,France Cluster,Villa,Meraas,3,3.0,2415,3.0,3.0,No,Ready,1,2295177.84,97454.74,49545.92,6.52,28.21,7,2,25.145969,55.408988,Omar,Rented,Rent,Completed,950.3841987577639,40.35392960662526,4.24606487138269,5,2023,0,0,2.319,4.0,Medium
